Well_ID;Rec_ID;Week;Sex;Gr_size;Arena;N_comp;N_females;F1_ID;N_MTP1_1;N_RD_1;F2_ID;N_MTP1_2;N_RD_2;F3_ID;N_MTP1_3;N_RD_3;F4_ID;N_MTP1_4;N_RD_4;F5_ID;N_MTP1_5;N_RD_5;F6_ID;N_MTP1_6;N_RD_6;MatingDuration_av;Matings_number;MatingPartners_number;AttemptDuration_av;Attempts_number;AttemptPartners_number;Cop_Fe_1;Cop_Fe_2;Cop_Fe_3;Cop_Fe_4;Cop_Fe_5;Cop_Fe_6;Body_mass_mg_focal;Mass_reproducibility_mg_focal;N_contact_WT;N_contact_RD;contacts_wt_ind;contacts_rd_ind;Total_N_MTP1;Total_N_Rd;m_prop_RS;f_prop_RS;Prop_MS;Total_Encounters;Treatment;gMS;m_RS_Rd_comp;m_RS_Rd_comp_full;m_TotMatings;m_MatingDuration_av;m_Attempts_number;m_Prop_MS;m_Total_Encounters;m_RS;m_cMS;m_meanCop;m_InSuc;m_feSuc;m_PS;m_pFec;m_pFec_compl;f_TotMatings;f_MatingDuration_av;f_Attempts_number;f_Prop_MS;f_Total_Encounters;f_RS;f_cMS;f_meanCop;meanCop;f_fec_pMate
260;V44;2;M;LG;Large;5;6;1164;0;0;1165;0;0;1166;105;0;1167;0;0;1168;0;79;1169;0;0;99;1;1;26;1;1;0;0;1;0;0;0;2.03;NA;74;75;12.33333333;15;105;15.8;86.9205298;NA;0.5;2;D = 0.52;1;0;0;1;99;1;0.5;2;105;1;1;1;1;1;105;105;NA;NA;NA;NA;NA;NA;NA;NA;1;NA
261;V44;2;F;SG;Large;2;3;1170;0;0;1171;0;104;1172;0;111;NA;NA;NA;NA;NA;NA;NA;NA;NA;120.67;3;2;19.44;9;2;NA;NA;NA;NA;NA;NA;2.39;NA;52;22;17.33333333;11;0;107.5;NA;0;0.25;12;D = 0.26;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;120.67;9;0.25;12;0;2;1.5;1.5;0
262;V44;2;M;LG;Large;5;6;1173;0;89;1174;0;101;1175;0;86;1176;0;84;1177;0;0;1178;0;105;55.5;4;2;20.67;6;4;0;3;1;0;0;0;1.75;1.78;82;95;13.66666667;19;0;93;0;NA;0.4;10;D = 0.52;0;0;187;4;55.5;6;0.4;10;0;2;2;0;NA;NA;NA;93.5;NA;NA;NA;NA;NA;NA;NA;NA;2;NA
264;V44;2;F;SG;Large;2;3;1182;0;0;1183;0;90;1184;0;98;NA;NA;NA;NA;NA;NA;NA;NA;NA;155;2;1;17.29;7;2;NA;NA;NA;NA;NA;NA;2.27;NA;52;28;17.33333333;14;0;94;NA;0;0.222222222;9;D = 0.26;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;155;7;0.222222222;9;0;1;2;2;0
265;V45;2;F;LG;Small;5;6;1185;0;0;1186;0;101;1187;0;70;1188;0;0;1189;0;95;1190;0;116;93;1;1;9;4;2;NA;NA;NA;NA;NA;NA;2.47;NA;113;92;18.83333333;18.4;0;76.4;NA;0;0.2;5;D = 1.33;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;93;4;0.2;5;0;1;1;1;0
266;V45;2;F;LG;Small;5;6;1191;0;0;1192;0;73;1193;0;86;1194;0;103;1195;0;85;1196;0;87;NA;0;0;16;1;1;NA;NA;NA;NA;NA;NA;2.35;NA;90;62;15;12.4;0;86.8;NA;0;NA;1;D = 1.33;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;1;NA;1;0;0;NA;NA;NA
267;V45;2;M;SG;Small;2;3;1197;0;0;1198;107;0;1199;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;67.33;3;2;14.5;4;2;0;2;1;0;0;0;1.76;NA;61;46;20.33333333;23;107;0;100;NA;0.428571429;7;D = 0.67;1;0;0;3;67.33;4;0.428571429;7;107;2;1.5;0.5;1;0.5;107;53.5;NA;NA;NA;NA;NA;NA;NA;NA;1.5;NA
268;V45;2;M;LG;Small;5;6;1200;0;0;1201;0;0;1202;0;34;1203;43;54;1204;0;0;1205;0;62;77;3;2;20.67;6;4;0;0;0;2;0;1;2.02;NA;86;125;14.33333333;25;43;30;58.90410959;NA;0.333333333;9;D = 1.33;1;54;116;3;77;6;0.333333333;9;43;2;1.5;0.5;0.443298969;0.221649485;97;79.5;NA;NA;NA;NA;NA;NA;NA;NA;1.5;NA
269;V45;2;F;SG;Small;2;3;1206;0;0;1207;0;78;1208;0;66;NA;NA;NA;NA;NA;NA;NA;NA;NA;53.33;3;2;14.85;13;2;NA;NA;NA;NA;NA;NA;2.57;NA;69;23;23;11.5;0;72;NA;0;0.1875;16;D = 0.67;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;53.33;13;0.1875;16;0;2;1.5;1.5;0
270;V45;2;M;SG;Small;2;3;1209;0;0;1210;0;0;1211;31;69;NA;NA;NA;NA;NA;NA;NA;NA;NA;178;2;2;22;2;2;0;1;1;0;0;0;1.87;1.89;58;33;19.33333333;16.5;31;34.5;47.32824427;NA;0.5;4;D = 0.67;1;69;69;2;178;2;0.5;4;31;2;1;0.5;0.31;0.155;100;50;NA;NA;NA;NA;NA;NA;NA;NA;1;NA
271;V46;2;F;SG;Large;2;3;1212;0;0;1213;0;76;1214;0;63;NA;NA;NA;NA;NA;NA;NA;NA;NA;59;1;1;0;0;0;NA;NA;NA;NA;NA;NA;2.13;NA;54;19;18;9.5;0;69.5;NA;0;1;1;D = 0.26;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;59;0;1;1;0;1;1;1;0
272;V46;2;F;SG;Large;2;3;1215;118;0;1216;0;54;1217;0;92;NA;NA;NA;NA;NA;NA;NA;NA;NA;64;1;1;18;4;1;NA;NA;NA;NA;NA;NA;2.17;NA;48;26;16;13;118;73;NA;61.78010471;0.2;5;D = 0.26;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;64;4;0.2;5;118;1;1;1;118
273;V46;2;F;LG;Large;5;6;1218;76;0;1219;0;46;1220;0;0;1221;0;0;1222;0;95;1223;0;50;68.75;4;3;17.37;6;5;NA;NA;NA;NA;NA;NA;2.14;NA;78;48;13;9.6;76;38.2;NA;66.54991243;0.4;10;D = 0.52;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;68.75;6;0.4;10;76;3;1.333333333;1.333333333;25.33333333
274;V46;2;M;LG;Large;5;6;1224;32;42;1225;0;0;1226;0;0;1227;0;0;1228;0;0;1229;24;41;81.33;3;2;17.75;12;5;1;1;0;0;0;2;2.21;NA;139;131;23.16666667;26.2;56;16.6;77.13498623;NA;0.2;15;D = 0.52;2;83;83;3;81.33;12;0.2;15;56;2;1.5;1;0.402877698;0.402877698;69.5;69.5;NA;NA;NA;NA;NA;NA;NA;NA;1.5;NA
275;V46;2;M;LG;Large;5;6;1230;0;0;1231;0;98;1232;0;34;1233;0;0;1234;90;28;1235;0;0;41;1;1;10.5;2;2;0;0;0;0;1;0;1.93;NA;72;90;12;18;90;32;73.7704918;NA;0.333333333;3;D = 0.52;1;28;28;1;41;2;0.333333333;3;90;1;1;1;0.762711864;0.762711864;118;118;NA;NA;NA;NA;NA;NA;NA;NA;1;NA
276;V46;2;M;SG;Large;2;3;1236;51;36;1237;0;0;1238;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;65;1;1;12.88;16;2;1;0;0;0;0;0;1.74;NA;55;74;18.33333333;37;51;18;73.91304348;NA;0.058823529;17;D = 0.26;1;36;36;1;65;16;0.058823529;17;51;1;1;1;0.586206897;0.586206897;87;87;NA;NA;NA;NA;NA;NA;NA;NA;1;NA
277;V47;2;F;LG;Small;5;6;1239;0;0;1240;0;60;1241;0;0;1242;0;0;1243;0;121;1244;0;110;75;2;2;24;1;1;NA;NA;NA;NA;NA;NA;2.17;2.16;86;65;14.33333333;13;0;58.2;NA;0;0.666666667;3;D = 1.33;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;75;1;0.666666667;3;0;2;1;1;0
278;V47;2;F;SG;Small;2;3;1245;0;0;1246;0;97;1247;0;85;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;11;5;3;NA;NA;NA;NA;NA;NA;2.1;NA;85;46;28.33333333;23;0;91;NA;0;NA;5;D = 0.67;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;5;NA;5;0;0;NA;NA;NA
279;V47;2;M;SG;Small;2;3;1248;0;0;1249;0;0;1250;0;80;NA;NA;NA;NA;NA;NA;NA;NA;NA;60;2;2;23.75;4;3;1;1;0;0;0;0;2.1;NA;47;53;15.66666667;26.5;0;40;0;NA;0.333333333;6;D = 0.67;0;0;0;2;60;4;0.333333333;6;0;2;1;0;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;1;NA
280;V47;2;M;LG;Small;5;6;1251;64;54;1252;14;76;1253;0;75;1254;0;0;1255;0;77;1256;0;0;51;2;2;16;3;3;1;1;0;0;0;0;2.05;NA;115;139;19.16666667;27.8;78;56.4;58.03571429;NA;0.4;5;D = 1.33;2;130;130;2;51;3;0.4;5;78;2;1;1;0.375;0.375;104;104;NA;NA;NA;NA;NA;NA;NA;NA;1;NA
281;V47;2;M;SG;Small;2;3;1257;0;0;1258;0;0;1259;48;23;NA;NA;NA;NA;NA;NA;NA;NA;NA;89;1;1;14.8;5;2;0;0;1;0;0;0;2.13;NA;70;41;23.33333333;20.5;48;11.5;80.67226891;NA;0.166666667;6;D = 0.67;1;23;23;1;89;5;0.166666667;6;48;1;1;1;0.676056338;0.676056338;71;71;NA;NA;NA;NA;NA;NA;NA;NA;1;NA
282;V47;2;F;LG;Small;5;6;1260;103;0;1261;0;96;1262;0;92;1263;0;117;1264;0;87;1265;0;0;65;2;2;21.25;4;3;NA;NA;NA;NA;NA;NA;2.35;2.32;103;66;17.16666667;13.2;103;78.4;NA;56.78059537;0.333333333;6;D = 1.33;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;65;4;0.333333333;6;103;2;1;1;51.5
